Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.289","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.097","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1982","1982","°C","-0.326","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1983","1983","°C","-0.799","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1984","1984","°C","0.007","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-0.078","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.235","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1987","1987","°C","-0.285","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.018","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1989","1989","°C","0.073","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1990","1990","°C","0.049","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.345","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1992","1992","°C","-0.964","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1993","1993","°C","-0.457","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.015","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.026","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.221","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1997","1997","°C","-0.028","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.921","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.05","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2000","2000","°C","0.589","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.119","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.811","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.564","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.603","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.329","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.615","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2007","2007","°C","0.804","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.021","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2009","2009","°C","0.973","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2010","2010","°C","1.981","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.692","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.949","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.221","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.066","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.184","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.561","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2017","2017","°C","0.844","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.183","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.589","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.746","E","Estimated value"
"ET","Temperature change","196","Cyprus","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.082","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.286","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.797","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.03","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.617","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.118","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","1998","1998","°C","1.247","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.1","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.902","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.219","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.523","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.074","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.814","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.742","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.948","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.161","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.635","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.413","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.396","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.029","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.57","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.77","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.494","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2015","2015","°C","2.112","E","Estimated value"
"ET","Temperature change","203","Czechia","7271","Temperature change","7020","Meteorological year","2016","2016","°C","2.067","E","Estimated value"
